41
4.0000 23.071009
4.1000 22.367863
4.2000 21.891214
4.3000 21.944223
4.4000 22.041196
4.5000 22.007570
4.6000 21.891968
4.7000 21.718661
4.8000 21.519227
4.9000 21.361262
5.0000 21.299133
5.1000 21.335464
5.2000 21.302981
5.3000 21.263097
5.4000 21.270848
5.5000 21.519382
5.6000 21.770674
5.7000 21.822892
5.8000 21.867992
5.9000 21.896342
6.0000 21.899560
6.1000 21.932805
6.2000 21.970392
6.3000 22.077168
6.4000 22.251215
6.5000 22.397125
6.6000 22.472807
6.7000 22.486990
6.8000 22.467733
6.9000 22.454504
7.0000 22.478495
7.1000 22.552149
7.2000 22.653252
7.3000 22.717060
7.4000 22.737295
7.5000 22.730833
7.6000 22.709424
7.7000 22.678993
7.8000 22.645499
7.9000 22.607743
8.0000 22.569168
